序号,英文单词,音标,词性,中文含义
490,enrich,/ɪnˈrɪʧ/,v,使……丰富
491,enter,/ˈɛnər/,v,进入；参加
492,entertainment,/ˌɛnərˈteɪnmənt/,n,娱乐；消遣；款待
493,entrance,/ˈɛntrəns/,n,入口；入场
494,envelope,/ˈɛnvəˌloʊp/,n,信封
495,environment,/ɪnˈvaɪrənmənt/,n,环境
496,equal,/ˈikwəl/,adj / v,平等的；等于
497,escape,/ɪˈskeɪp/,n & v,逃跑；逃脱
498,especially,/əˈspɛʃəli/,adv,特别地，尤其
499,eve,/iv/,n,(节日的)前夜，前夕
500,even,/ˈivɪn/,adv,甚至；连(……都)；更
501,evening,/ˈivnɪŋ/,n,傍晚，晚上
502,event,/ɪˈvɛnt/,n,事件，大事；比赛项目
503,ever,/ˈɛvər/,adv,曾经；无论何时
504,every,/ˈɛvəri/,adj,每一，每个的
505,everybody/everyone,/ˈɛvriˌbɑdi/ /ˈɛvriˌwən/,pron,每人，人人
506,everyday,/ˈɛvriˈdeɪ/,adj,每日的； 日常的
507,everything,/ˈɛvriˌθɪŋ/,pron,每件事，事事
508,everywhere,/ˈɛvriˌwɛr/,adv,到处
509,exactly,/ɪgˈzæktli/,adv,确切的(表示赞同的回答)；确实如此
510,exam=examination,/ɪgˈzæm/ /ɪgˌzæməˈneɪʃən/,n,考试，测试；检查
511,examine,/ɪgˈzæmɪn/,v,检查，细查；对……进行考试
512,example,/ɪgˈzæmpəl/,n,例子；榜样
513,excellent,/ˈɛksələnt/,adj,极好的，优秀的
514,except,/ɪkˈsɛpt/,prep,除……之外
515,exchange,/ɪksˈʧeɪnʤ/,n,交换；交流
516,excited,/ɪkˈsaɪtɪd/,adj,兴奋的
517,exciting,/ɪkˈsaɪtɪŋ/,adj,使人兴奋的
518,excuse,/ɪkˈskjuz/,v / n,原谅；宽恕；借口；辩解
519,exercise,/ˈɛksərˌsaɪz/,n / v,锻炼，做操；练习，习题；锻炼；运用
520,exhibition,/ˌɛksəˈbɪʃən/,n,展览；展览会
521,exist,/ɪgˈzɪst/,v,存在
522,exit,/ˈɛksət/,n / v,出口，通道；离别；退出
523,expect,/ɪkˈspɛkt/,v,预料；期待；认为
524,expensive,/ɪkˈspɛnsɪv/,adj,昂贵的
525,experience,/ɪkˈspɪriəns/,n,经验；经历
526,experiment,/ɪkˈspɛrəmənt/,n,实验
527,explain,/ɪkˈspleɪn/,v,解释，说明
528,explore,/ɪkˈsplɔr/,v,探索；探测
529,express,/ɪkˈsprɛs/,v / n,表达；表示；快车
530,extra,/ˈɛkstrə/,adv / adj,特别地，非常；另外；额外的
531,eye,/aɪ/,n,眼睛
532,fable,/ˈfeɪbəl/,n,寓言
533,face,/feɪs/,n / v,脸，面孔；面对
534,fact,/fækt/,n,事实，现实；实际
535,factory,/ˈfæktəri/,n,工厂
536,fail,/feɪl/,v,失败；不及格
537,fair,/fɛr/,adj / n,公平的，合理的；金色的；集市
538,"fall (fell, fallen)",/fɔl/,v / n,落下，降落；倒下；跌倒；(美)秋季
539,familiar,/fəˈmɪljər/,adj,熟悉的
540,family,/ˈfæməli/,n,家庭；家族；家人
541,famous,/ˈfeɪməs/,adj,著名的
542,fan,/fæn/,n,(电影、运动等的)迷；热心的爱好者(支持者)；扇子
543,far (比较级 farther，,/fɑr/ /farther，*，/,adj / adv,远的；远地
544,fare,/fɛr/,n,票价；费用
545,farm,/fɑrm/,n,农场；农庄
546,farmer,/ˈfɑrmər/,n,农民，农夫
547,fashion,/ˈfæʃən/,n,时尚
548,fast,/fæst/,adj / adv,快的，迅速的；快地，迅速地
549,fasten,/ˈfæsən/,v,系；扎
550,fat,/fæt/,adj / n,胖的；肥的；脂肪
551,father,/ˈfɑðər/,n,父亲
552,favour (美 favor),/ˈfeɪvər/,n,恩惠；好意；帮助
553,favourite (美 favorite),/ˈfeɪvərɪt/,adj / n,最喜爱的；特别喜爱的人(或物)
554,fear,/fɪr/,n,害怕；恐惧
555,"feed (fed, fed)",/fid/,v,喂养；饲养
556,"feel (felt, felt)",/fil/,v,& link 感觉，觉得；摸，触
557,female,/ˈfiˌmeɪl/,adj,女的；女性的；雌性的
558,fence,/fɛns/,n,栅栏；围栏；篱笆
559,ferry,/ˈfɛri/,n,渡船
560,festival,/ˈfɛstɪvəl/,n,节日
561,fever,/ˈfivər/,n,发烧；发热
562,few,/fju/,pron / adj,不多；少数；不多的；少数的
563,field,/fild/,n,田地；牧场；场地
564,"fight (fought, fought)",/faɪt/,v & n,打仗；打架；争论
565,figure,/ˈfɪgjər/,n,(人的)体型，外形；数字
566,fill,/fɪl/,v,填空；装满；充满
567,film,/fɪlm/,n,电影；影片；胶卷
568,final,/ˈfaɪnəl/,adj,最后的；终极的
569,finally,/ˈfaɪnəli/,adv,最后；最终
570,"find (found, found)",/faɪnd/,v,找到；发现；发觉
571,fine,/faɪn/,adj,晴朗的；美好的；(身体)健康的
572,finger,/ˈfɪŋgər/,n,手指
573,finish,/ˈfɪnɪʃ/,v,结束；做完
574,fire,/faɪər/,n / v,火；火炉；火灾；开火，开(枪，炮等)，射击
575,fireman,/ˈfaɪrmən/,n,消防队员
576,firework,/ˈfaɪrˌwərk/,n,焰火
577,first,/fərst/,adj / adv / n,第一的；最初的；第一；首先；最初；开始；开端
578,fish,/fɪʃ/,n / v,鱼；鱼肉；钓鱼；捕鱼
579,fisherman,/ˈfɪʃərˌmæn/,n,渔夫，渔民
580,"fit (fit, fit；fitted, fitted)",/fɪt/,v / adj,(使)适合，与……相配；健康的， 适合的
581,fix,/fɪks/,v,修理；安装
582,flash,/flæʃ/,n,闪；闪光； 转瞬间
583,flag,/flæg/,n,旗；旗舰
584,flat,/flæt/,n,一套房间； 公寓
585,flight,/flaɪt/,n,航班；飞行
586,flood,/fləd/,n,洪水，水灾
587,floor,/flɔr/,n,地面，地板；(楼房的)层
588,flower,/flaʊər/,n,花
589,flu,/flu/,n,流感
590,"fly (flew, flown)",/flaɪ/,v / v / n,飞；飞行；乘飞机旅行；(旗子等)飘动；放(风筝、飞机模型等)；飞行；苍蝇
591,focus,/ˈfoʊkɪs/,v,集中
592,follow,/ˈfɑloʊ/,v,听从；跟随；仿效；跟得上
593,following,/ˈfɑloʊɪŋ/,adj,下列的；接着的；以下的
594,fond,/fɑnd/,adj,喜爱的
595,food,/fud/,n,食物，食品
596,fool,/ful/,n / v,傻子；愚弄，欺骗
597,foolish,/ˈfulɪʃ/,adj,愚蠢的，傻的
598,foot (复 feet),/fʊt/,n,足，脚；英尺
599,football,/ˈfʊtˌbɔl/,n,(英式)足球；(美式)橄榄球
600,for,/fər/,prep / conj,(表示目的、用途等)为了……；(表示方向)向……；(表示时间、距离等)达；计；(表示原因)因为……；(表示对象)对……来说；因为，由于
601,forecast,/ˈfɔrˌkæst/,n & v,预告，预报
602,foreign,/ˈfɔrən/,adj,外国的
603,foreigner,/ˈfɔrənər/,n,外国人
604,forest,/ˈfɔrɪst/,n,森林
605,forever,/fərˈɛvər/,adv,永远；永恒地
606,"forget (forgot, forgotten)",/fərˈgɛt/,v,忘记；忘掉
607,forgetful,/fərˈgɛtfəl/,adj,健忘的
608,forgive,/fərˈgɪv/,v,原谅；宽恕
609,fork,/fɔrk/,n,叉
610,form,/fɔrm/,n / v,形式，方式；形成
611,forward,/ˈfɔrwərd/,adv,向前，前进；今后
612,fountain,/ˈfaʊntən/,n,喷泉
613,free,/fri/,adj,自由的，空闲的；免费的
614,freedom,/ˈfridəm/,n,自由
615,"freeze (froze, frozen)",/friz/,v,结冰
616,freezing,/ˈfrizɪŋ/,adj,结冰的；极冷的
617,fresh,/frɛʃ/,adj,新鲜的
618,fridge,/frɪʤ/,n,冰箱
619,fried,/frid/,adj,油煎的
620,friend,/frɛnd/,n,朋友
621,friendly,/ˈfrɛndli/,adj,朋友般的；友好的
622,friendship,/ˈfrɛndʃɪp/,n,友谊
623,frighten,/ˈfraɪtən/,v,使害怕
624,frightened,/ˈfraɪtənd/,adj,受惊吓的；吃惊的
625,frightening,/ˈfraɪtənɪŋ/,adj,恐怖的
626,from,/frəm/,prep,(表示起点)从；自；(表示时间)从……开始；(表示距离)离……；距……(表示来源)来自
627,front,/frənt/,adj / n,前面的；前部的；前面；前部；前线
628,frozen,/ˈfroʊzən/,adj,冰冻的
629,fruit,/frut/,n,水果；果实
630,fuel,/fjuəl/,n,燃料
631,full,/fʊl/,adj,满的，充满的；完全的
632,fun,/fən/,n,乐趣；有趣的事；娱乐；玩笑
633,funny,/ˈfəni/,adj,滑稽的，可笑的
634,furniture,/ˈfərnɪʧər/,n,(总称)家具
635,future,/fˈjuʧər/,n,将来，未来
636,gain,/geɪn/,v,获得，得到
637,game,/geɪm/,n,游戏；运动；比赛
638,garden,/ˈgɑrdən/,n,花园，果园，菜园
639,gas,/gæs/,n,气态；气体；煤气
640,gate,/geɪt/,n,大门
641,general,/ˈʤɛnərəl/,adj,大体的，笼统的，总的
642,generation,/ˌʤɛnərˈeɪʃən/,n,代，一代
643,generous,/ˈʤɛnərəs/,adj,慷慨的；大方的
644,gentle,/ˈʤɛnəl/,adj,温柔的，轻轻的
645,gentleman,/ˈʤɛnəlmən/,n,绅士；先生
646,gently,/ˈʤɛntli/,adv,轻柔地
647,geography,/ʤiˈɑgrəfi/,n,地理
648,"get (got, got)",/gɪt/,v,成为，变得；得到；到达；(用于 have got 短语中)具有
649,gift,/gɪft/,n,赠品； 礼物
650,girl,/gərl/,n,女孩
651,"give (gave, given)",/gɪv/,v,给；递给；付出；给予
652,glad,/glæd/,adj,高兴的；乐意的
653,glass,/glæs/,n,玻璃杯；玻璃；(复)眼镜
654,"go (went, gone)",/goʊ/,v,去；走；驶；通到；到达
655,goal,/goʊl/,n,目标
656,gold,/goʊld/,n,黄金
657,golden,/ˈgoʊldən/,adj,金色的
658,good (比较级 better，最高级 best),/gʊd/,adj,好；良好
659,government,/ˈgəvərnmənt/,n,政府
660,grade,/greɪd/,n,等级；(中小学的)学年；成绩，分数
661,graduate,/ˈgræʤəˌweɪt/,v / n,毕业；大学毕业生
662,grandma=grandmother,/ˈgrændmɑ/ /ˈgrændˌməðər/,n,奶奶；外婆
663,grandpa=grandfather,/ˈgrændˌpɑ/ /ˈgrænˌfɑðər/,n,爷爷；外公
664,grape,/greɪp/,n,葡萄
665,grass,/græs/,n,草；草场；牧草
666,great,/greɪt/,adj,伟大的；重要的；(口语)好极了，很好
667,green,/grin/,adj / n,绿色的；青的；绿色
668,greenhouse,/ˈgrinˌhaʊs/,n,温室，暖房
669,greet,/grit/,v,问候； 向……致敬
670,ground,/graʊnd/,n,地面
671,group,/grup/,n,组，群
672,"grow (grew, grown)",/groʊ/,v,生长；发育；种植；变成
673,guess,/gɛs/,v,猜测；推测
674,guest,/gɛst/,n,客人，宾客
675,guide,/gaɪd/,n,向导，导游；指南
676,guitar,/gɪˈtɑr/,n,吉他
677,gun,/gən/,n,枪；炮
678,habit,/ˈhæbət/,n,习惯
679,hair,/hɛr/,n,头发
680,half,/hæf/,adj & n,半，一半，半个
681,hall,/hɔl/,n,大厅，会堂，礼堂
682,hamburger,/ˈhæmbərgər/,n,汉堡包
683,hand,/hænd/,n / v,手；指针；递；给；交付；交进
684,"hang (hanged, hanged)",/hæŋ/,v,处绞刑；上吊
685,"(hung, hung)",,v,悬挂；把……吊起
686,happen,/ˈhæpən/,v,(偶然)发生；碰巧
687,happily,/ˈhæpəli/,adv,幸福地；快乐地，高兴地
688,happiness,/ˈhæpinəs/,n,幸福，快乐
689,happy,/ˈhæpi/,adj,幸福的；快乐的，高兴的
690,hard,/hɑrd/,adv / adj,努力地；使劲；猛烈地；硬的；困难的；艰难的
691,hardly,/ˈhɑrdli/,adv,几乎不
692,hardworking,/ˈhɑrdˌwərkɪŋ/,adj,努力工作的
693,harm,/hɑrm/,v & n,伤害
694,harmful,/ˈhɑrmfəl/,adj,有害的；导致损害的
695,hat,/hæt/,n,帽子
696,hate,/heɪt/,v & n,不喜欢；恨；讨厌
697,"have (had, had)",/hæv/,v,有；吃；喝；进行
698,head,/hɛd/,n,头；头脑；首脑；
699,headache,/ˈhɛˌdeɪk/,n,头疼
700,headline,/ˈhɛˌdlaɪn/,n,(报刊的)大字标题
701,headmaster,/ˈhɛdˈmæstər/,n,(英)中小学校长
702,health,/hɛlθ/,n,健康
703,healthy,/ˈhɛlθi/,adj,健康的
704,"hear (heard, heard)",/hir/,v,听见；听说；得知
705,heart,/hɑrt/,n,心；心脏
706,heat,/hit/,n / v,热度；热量；加热
707,heavily,/ˈhɛvəli/,adv,沉重地；大量地
708,heavy,/ˈhɛvi/,adj,重的
709,height,/haɪt/,n,高度
710,hello,/hɛˈloʊ/,int,喂；你好
711,help,/hɛlp/,n & v,帮助，帮忙
712,helpful,/ˈhɛlpfəl/,adj,有帮助的，有益的
713,helpless,/ˈhɛlpləs/,adj,无助的，没有帮助的
714,here,/hir/,adv,这里，在这里；向这里
715,hero,/ˈhɪroʊ/,n,英雄，勇士；男主角
716,hesitate,/ˈhɛzəˌteɪt/,v,犹豫，踌躇
717,"hide (hid, hidden)",/haɪd/,v,把……藏起来；隐藏
718,high,/haɪ/,adj,高的
719,hill,/hɪl/,n,小山
720,historical,/hɪˈstɔrɪkəl/,adj,历史的，历史上
721,history,/ˈhɪstəri/,n,历史，历史学
722,"hit (hit, hit)",/hɪt/,v,打，撞，击中，碰撞
723,hobby,/ˈhɑbi/,n,爱好，嗜好
724,"hold (held, held)",/hoʊld/,v,拿；抱；握住；举行；进行；保持；容纳
725,hole,/hoʊl/,n,洞，坑
726,holiday,/ˈhɑlɪˌdeɪ/,n,假日；假期
727,home,/hoʊm/,n / adv,家；在家；到家；回家
728,homeless,/ˈhoʊmləs/,adj,无家可归的
729,hometown,/ˈhoʊmˌtaʊn/,n,家乡，故乡
730,homework,/ˈhoʊmˌwərk/,n,家庭作业
731,honest,/ˈɑnəst/,adj,诚实的；正直的
732,honesty,/ˈɑnəsti/,n,诚实
733,honey,/ˈhəni/,n,蜂蜜
734,honour (美 honor),/ˈɑnər/,n,荣誉，光荣
735,hope,/hoʊp/,n & v,希望
736,horrible,/ˈhɔrəbəl/,adj,令人恐惧的；恐怖的
737,horse,/hɔrs/,n,马
738,hospital,/ˈhɑˌspɪtəl/,n,医院
739,host,/hoʊst/,n,主人；节目主持人
740,hot,/hɑt/,adj,热的；辣的
741,hot-dog,/hɑt/ /dɔg/,n,热狗
742,hotel,/hoʊˈtɛl/,n,旅馆，宾馆
743,hour,/aʊər/,n,小时
744,house,/haʊs/,n,房子；住宅，家
745,housework,/ˈhaʊsˌwərk/,n,家务活
746,how,/haʊ/,adv,(方法、手段、状态)怎样；如何；(程度、数量、价钱)多少；(感叹)多么
747,however,/ˌhaʊˈɛvər/,adv / conj,可是；然而，可是；尽管如此
748,hug,/həg/,n & v,拥抱
749,huge,/juʤ/,adj,巨大的，庞大的
750,human,/ˈjumən/,adj / n,人的，人类的；(=human being) 人类
751,humorous,/ˈhjumərəs/,adj,幽默的，风趣的
752,hungry,/ˈhəŋgri/,adj,饥饿的
753,hunt,/hənt/,v,寻找；猎取
754,hurry,/ˈhəri/,v / n,赶快；急忙；赶紧；急忙
755,"hurt (hurt, hurt)",/hərt/,v,伤害；痛；使受伤痛
756,husband,/ˈhəzbənd/,n,丈夫
757,ice,/aɪs/,n,冰
758,ice-cream,/aɪs/ /krim/,n,冰淇淋
759,idea,/aɪˈdiə/,n,主意，意见，打算，想法
760,if,/ɪf/,conj,(连接状语从句)如果，假使；(连接宾语从句)是否，是不是
761,ignore,/ˌɪgˈnɔr/,v,忽视；不理睬
762,ill,/ɪl/,adj,有病的；不健康的
763,illness,/ˈɪlnəs/,n,疾病
764,imagine,/ˌɪˈmæʤən/,v,想象；设想
765,immediately,/ˌɪˈmiˌdiətli/,adv,立即，马上
766,importance,/ˌɪmˈpɔrtəns/,n,重要性
767,important,/ˌɪmˈpɔrtənt/,adj,重要的
768,impossible,/ˌɪmˈpɑsəbəl/,adj,不可能的
769,impression,/ˌɪmˈprɛʃən/,n,印象
770,improve,/ˌɪmˈpruv/,v,改进，更新
771,in,/ɪn/,prep / adv,在……(位置)里(内)；在……(时间)；在……(情况、状态)中；以……方法；使用……(语言)；穿，戴；在家，在内，向内
772,inch,/ɪnʧ/,n,英寸
773,include,/ˌɪnˈklud/,v,包含，包括
774,including,/ˌɪnˈkludɪŋ/,prep,包括；包含
775,income,/ˈɪnˌkəm/,n,收入，所得
776,increase,/ˌɪnˈkris/,v & n,增加
777,independent,/ˌɪndɪˈpɛndənt/,adj,独立的；有主见的
778,indoor,/ˈɪnˌdɔr/,adj,室内的
779,industry,/ˈɪndəstri/,n,工业，产业
780,information,/ˌɪnˌfɔrˈmeɪʃən/,n,信息；情报；资料
781,ink,/ɪŋk/,n,墨水；油墨
782,inside,/ˌɪnˈsaɪd/,prep / adv,在……里面；在里面
783,instead,/ˌɪnˈstɛd/,adv,代替；顶替
784,instruction,/ˌɪnˈstrəkʃən/,n,用法说明；命令，指示；教导
785,interest,/ˈɪntəˌrɛst/,n,兴趣；趣味
786,interested,/ˈɪntəˌrɛstɪd/,adj,感兴趣的
787,interesting,/ˈɪntəˌrɛstɪŋ/,adj,有趣的；有意思的
788,international,/ˌɪnərˈnæʃənɑl/,adj,国际的
789,Internet,/ˈɪntərˌnɛt/,n,互联网，因特网
790,interview,/ˈɪntərvˌju/,n & v,采访，会见，面试
791,into,/ˈɪntu/,prep,到……里；向内；变成
792,introduce,/ˌɪntrəˈdus/,v,介绍
793,invent,/ˌɪnˈvɛnt/,v,发明，创造
794,invention,/ˌɪnˈvɛnʃən/,n,发明，创造
795,inventor,/ˌɪnˈvɛntər/,v,发明家，创造者
796,investigate,/ˌɪnˈvɛstəˌgeɪt/,v,调查
797,invitation,/ˌɪnvɪˈteɪʃən/,n,邀请，请帖
798,invite,/ˌɪnˈvaɪt/,v,邀请
799,iron,/aɪərn/,n,铁
800,island,/ˈaɪlənd/,n,岛
801,item,/ˈaɪtəm/,n,项目；节目；一件商品（物品）；一则
802,jacket,/ˈʤækɪt/,n,短上衣，夹克衫
803,jam,/ʤæm/,n,果酱；阻塞
804,jeans,/ʤinz/,n,牛仔裤
805,job,/ʤɑb/,n,工作
806,join,/ʤɔɪn/,v,参加，加入；连接
807,joke,/ʤoʊk/,n / v,笑话；开玩笑
808,journalist,/ˈʤərnəlɪst/,n,记者，新闻工作者
809,journey,/ˈʤərni/,n,旅行；旅程
810,joy,/ʤɔɪ/,n,欢乐；高兴，乐趣
811,judge,/ʤəʤ/,n / v,裁判； 审判员； 法官；审判；断定
812,juice,/ʤus/,n,果汁
813,jump,/ʤəmp/,n & v,跳；跳跃
814,junior,/ˈʤunjər/,adj,初级的；年少的
815,just,/ʤɪst/,adv,刚才；恰好；不过；仅
816,keen,/kin/,adj,热心的
817,"keep (kept, kept)",/kip/,v,保持；保存；继续不断；培育，饲养
818,key,/ki/,n,钥匙；答案；关键
819,keyboard,/ˈkiˌbɔrd/,n,键盘
820,kick,/kɪk/,v & n,踢
821,kid,/kɪd/,v / n,开玩笑；小孩
822,kill,/kɪl/,v,杀死，弄死
823,kilogram,/ˈkɪləˌgræm/,n,千克(公斤)
824,kilometre,/ˌkɪˈlɔˌmətər/,n,千米(公里)
825,kind,/kaɪnd/,n / adj,种；类；善良的；友好的
826,kindergarten,/ˈkɪndərˌgɑrtən/,n,幼儿园
827,kindness,/ˈkaɪndnəs/,n,仁慈；好意
828,king,/kɪŋ/,n,国王
829,kitchen,/ˈkɪʧən/,n,厨房
830,kite,/kaɪt/,n,风筝
831,knife (复 knives),/naɪf/,n,小刀
832,knock,/nɑk/,n & v,敲(门)；打；击
833,"know (knew, known)",/noʊ/,v,知道；了解；认识；懂得
834,knowledge,/ˈnɑlɪʤ/,n,知识，学问
835,lab,/læb/,n,实验室
836,lady,/ˈleɪdi/,n,女士，夫人
837,lake,/leɪk/,n,湖
838,lamp,/læmp/,n,灯
839,land,/lænd/,n / v,陆地；土地；登陆；降落
840,language,/ˈlæŋgwɪʤ/,n,语言
841,lantern,/ˈlæntərn/,n,灯笼
842,large,/lɑrʤ/,adj,大的；巨大的
843,last,/læst/,adj / adv / n / v,最近刚过去的；最后的；最近刚过去；最后地；最后；持续，延续
844,late,/leɪt/,adj / adv,晚的；迟的；晚地；迟地
845,later,/ˈleɪtər/,adj / adv,晚些的，迟些的；后来，以后
846,laugh,/læf/,v & n,笑，大笑；嘲笑
847,law,/lɔ/,n,法律
848,lawyer,/ˈlɔjər/,n,律师
849,"lay (laid, laid)",/leɪ/,v,放，搁；下(蛋)
850,lazy,/ˈleɪzi/,adj,懒惰的
851,"lead (led, led)",/lɛd/,v,领导；带领
852,learn (learnt，learnt；learned，learned),/lərn/,v,学习，学会
853,"leave (left, left)",/liv/,v / n,离开；把……留下；剩下；准假
854,lecture,/ˈlɛkʧər/,n,讲座；演讲
855,left,/lɛft/,adj / adv / n,左边的；向左；左，左边
856,leg,/lɛg/,n,腿
857,"lend (lent, lent)",/lɛnd/,v,借(出)；把……借给
858,length,/lɛŋθ/,n,长度
859,lesson,/ˈlɛsən/,n,课；功课；教训
860,"let (let, let)",/lɛt/,v,让
861,letter,/ˈlɛtər/,n,信；字母
862,level,/ˈlɛvəl/,n,水平线；水平
863,librarian,/laɪˈbrɛˌriən/,n,图书馆管理员
864,library,/ˈlaɪbrɛˌri/,n,图书馆，图书室
865,lie,/laɪ/,n & v / v,"谎言； 说谎；(lay, lain) 躺；卧；位于"
866,life (复 lives),/laɪf/,n,生命；生活；人生
867,lift,/lɪft/,v / n,举起，抬起；(英)电梯
868,light,/laɪt/,n / adj,光；灯光；明亮的；轻的；浅色的
869,like,/laɪk/,prep / v,像，跟……一样；喜欢；喜爱；想要(should/would like)
870,likely,/ˈlaɪkli/,adj / adv,很可能的；很可能地
871,limited,/ˈlɪmɪtɪd/,adj,有限的，限制的
872,line,/laɪn/,n / v,排，行；线路；排队
873,link,/lɪŋk/,v & n,连接； 联系
874,lion,/laɪən/,n,狮子
875,liquid,/ˈlɪkwɪd/,n,液体
876,list,/lɪst/,n,目录，清单
877,listen,/ˈlɪsən/,v,听；仔细听
878,litter,/ˈlɪtər/,n / v,废物，垃圾；乱丢杂物
879,little (比较级 less，最高级 least),/ˈlɪtəl/,adj / adv / n,小的，少的；很少地，稍许；没有多少，一点
880,live,/lɪv/,v,生活；居住；活着
881,local,/ˈloʊkəl/,adj / n,当地的； 地方的；本地人
882,locate,/ˈloʊˌkeɪt/,v,坐落于；确定……的地方
883,location,/loʊˈkeɪʃən/,n,位置；场所
884,lock,/lɑk/,n & v,锁
885,London,/ˈləndən/,n,伦敦
886,lonely,/ˈloʊnli/,adj,孤独的，寂寞的
887,long,/lɔŋ/,adj,(时间)长的，(距离)远的
888,look,/lʊk/,n / v,看，瞧；看；观看；看起来
889,"lose (lost, lost)",/luz/,v,失去；丢失
890,lost,/lɔst/,adj,丢失的，迷路的
891,lot,/lɔt/,n,许多
892,loud,/laʊd/,adj,大声的
893,loudly,/ˈlaʊdli/,adv,大声地
894,love,/ləv/,n & v,爱；热爱；很喜欢
895,lovely,/ˈləvli/,adj,美好的；可爱的
896,low,/loʊ/,adj & adv,低；矮
897,luck,/lək/,n,运气，好运
898,luckily,/ˈləkəli/,adv,幸运地；侥幸地
899,lucky,/ˈləki/,adj,幸运的
900,luggage,/ˈləgɪʤ/,n,行李
901,lunch,/lənʧ/,n,午餐；午饭
902,machine,/məˈʃin/,n,机器
903,mad,/mæd/,adj,发疯的；生气的
904,magazine,/ˈmægəˌzin/,n,杂志
905,magic,/ˈmæʤɪk/,n,魔术；魔法
906,mail,/meɪl/,n / v,(美)邮件；邮递；邮寄
907,main,/meɪn/,adj,主要的
908,mainly,/ˈmeɪnli/,adv,主要地
909,major,/ˈmeɪʤər/,adj / n,主要的；(大学中的)主修科目
910,"make (made, made)",/meɪk/,v,制造；做；使得
911,male,/meɪl/,adj / n,男(性)的；雄的；男性
912,man (复 men),/mæn/,n,成年男人；人；人类
913,manage,/ˈmænɪʤ/,v,管理；经营；处理；设法对付
914,manager,/ˈmænɪʤər/,n,经理
915,manner(s),/ˈmænər/,n,方式；态度，举止
916,many (比较级 more，最高级 most),/ˈmɛni/,adj / pron,许多的；许多人或物
917,map,/mæp/,n,地图
918,mark,/mɑrk/,n / vt,标记，记号；符号；(考试等)分数；标明，作记号于；给……打分数
919,market,/ˈmɑrkɪt/,n,市场；集市
920,marry,/ˈmɛri/,v,(使)成婚，结婚
921,match,/mæʧ/,n / v,比赛，竞赛；火柴；与……匹配
922,material,/məˈtɪriəl/,n,材料，原料
923,maths (=mathematics，美 math),/maths*/,n,(通常作单数用)数学
924,matter,/ˈmætər/,n / v,要紧事，麻烦事，事情；问题；物质；(用于否定句和疑问句)要紧，有关系
925,may (might),/meɪ/,aux v,可以；也许，可能
926,maybe,/ˈmeɪbi/,adv,可能，大概；也许
927,meal,/mil/,n,一餐(饭)
928,mean,/min/,v / adj,"(meant, meant) 意思是，意味着；刻薄的"
929,meaning,/ˈminɪŋ/,n,意思，意义；含义
930,meat,/mit/,n,肉
931,medical,/ˈmɛdɪkəl/,adj,医学的，医疗的
932,medicine,/ˈmɛdəsən/,n,药
933,medium,/ˈmidiəm/,adj,中间的，中等的
934,"meet (met, met)",/mit/,v / n,遇见，见到；会见；迎接；满足；会，集会
935,meeting,/ˈmitɪŋ/,n,会；集会；会见
936,member,/ˈmɛmbər/,n,成员，会员
937,memory,/ˈmɛməri/,n,回忆，记忆
938,mention,/ˈmɛnʃən/,v,提到，说起
939,menu,/ˈmɛnju/,n,菜单
940,message,/ˈmɛsɪʤ/,n,消息；音信
941,metal,/ˈmɛtəl/,n,金属
942,method,/ˈmɛθəd/,n,方法，办法
943,metre (美 meter),/ˈmitər/,n,米，公尺
944,middle,/ˈmɪdəl/,n,中间；当中；中部
945,mile,/maɪl/,n,英里
946,milk,/mɪlk/,n,牛奶
947,mind,/maɪnd/,n / v,思想；想法；介意；关心
948,minus,/ˈmaɪnəs/,prep & adj,负的，减去的
949,minute,/ˈmɪnət/,n,分钟；一会儿，瞬间
950,mirror,/ˈmɪrər/,n,镜子
951,miss,/mɪs/,v,失去，错过，缺；惦记
952,Miss,/mɪs/,n,小姐，女士(称呼未婚妇女)
953,mistake,/mɪˈsteɪk/,n / v,错误；弄错，误解
954,mix,/mɪks/,v,混合，搅拌
955,mixture,/ˈmɪksʧər/,n,混合物
956,model,/ˈmɑdəl/,n,模型；范例；模范；模特
957,modern,/ˈmɑdərn/,adj,现代的
958,moment,/ˈmoʊmənt/,n,片刻，瞬间
959,money,/ˈməni/,n,钱；货币
960,monitor,/ˈmɑnətər/,n,班长；监视器
961,monkey,/ˈməŋki/,n,猴子
962,month,/mənθ/,n,月，月份
963,mood,/mud/,n,心情，语气，气氛
964,moon,/mun/,n,月球，月亮
965,more(much 或 many 的比较级),/mɔr/,adj / adv / n,较多的；更大的；更多的；再；更；更多的量
966,morning,/ˈmɔrnɪŋ/,n,早晨，上午
967,most (much 或 many 的最高级),/moʊst/,adj / adv / n,最大的；最多的；大多数的；大部分的；最；大部分，大多数
968,mother,/ˈməðər/,n,母亲
969,motorcycle,/ˈmoʊtərˌsaɪkəl/,n,摩托车
970,mountain,/ˈmaʊntən/,n,山；山脉
971,mouse (复 mice),/maʊs/,n,老鼠；(计算机)鼠标
972,mouth,/maʊθ/,n,嘴，口
973,move,/muv/,v,移动；搬动；搬家；感动
974,movie,/ˈmuvi/,n,电影
975,Mr,/ˈmɪstər/,n,先生
976,Mrs,/ˈmɪsɪz/,n,夫人，太太
977,"much (more, most)",/məʧ/,adj / adv / n,(修饰不可数名词)许多的，大量的；非常；更加；(表示不可数名词)许多；大量
