序号,英文单词,音标,词性,中文含义
746,how,/haʊ/,,
747,however,/ˌhaʊˈɛvər/,,
748,hug,/həg/,,
749,huge,/juʤ/,,
750,human,/ˈjumən/,,
751,humorous,/ˈhjumərəs/,,
752,hungry,/ˈhəŋgri/,,
753,hunt,/hənt/,,
754,hurry,/ˈhəri/,,
755,"hurt (hurt, hurt)",/hərt/,,
756,husband,/ˈhəzbənd/,,
757,ice,/aɪs/,,
758,ice-cream,/aɪs/ /krim/,,
759,idea,/aɪˈdiə/,,
760,if,/ɪf/,,
761,ignore,/ˌɪgˈnɔr/,,
762,ill,/ɪl/,,
763,illness,/ˈɪlnəs/,,
764,imagine,/ˌɪˈmæʤən/,,
765,immediately,/ˌɪˈmiˌdiətli/,,
766,importance,/ˌɪmˈpɔrtəns/,,
767,important,/ˌɪmˈpɔrtənt/,,
768,impossible,/ˌɪmˈpɑsəbəl/,,
769,impression,/ˌɪmˈprɛʃən/,,
770,improve,/ˌɪmˈpruv/,,
771,in,/ɪn/,,
772,inch,/ɪnʧ/,,
773,include,/ˌɪnˈklud/,,
774,including,/ˌɪnˈkludɪŋ/,,
775,income,/ˈɪnˌkəm/,,
776,increase,/ˌɪnˈkris/,,
777,independent,/ˌɪndɪˈpɛndənt/,,
778,indoor,/ˈɪnˌdɔr/,,
779,industry,/ˈɪndəstri/,,
780,information,/ˌɪnˌfɔrˈmeɪʃən/,,
781,ink,/ɪŋk/,,
782,inside,/ˌɪnˈsaɪd/,,
783,instead,/ˌɪnˈstɛd/,,
784,instruction,/ˌɪnˈstrəkʃən/,,
785,interest,/ˈɪntəˌrɛst/,,
786,interested,/ˈɪntəˌrɛstɪd/,,
787,interesting,/ˈɪntəˌrɛstɪŋ/,,
788,international,/ˌɪnərˈnæʃənɑl/,,
789,Internet,/ˈɪntərˌnɛt/,,
790,interview,/ˈɪntərvˌju/,,
791,into,/ˈɪntu/,,
792,introduce,/ˌɪntrəˈdus/,,
793,invent,/ˌɪnˈvɛnt/,,
794,invention,/ˌɪnˈvɛnʃən/,,
795,inventor,/ˌɪnˈvɛntər/,,
796,investigate,/ˌɪnˈvɛstəˌgeɪt/,,
797,invitation,/ˌɪnvɪˈteɪʃən/,,
798,invite,/ˌɪnˈvaɪt/,,
799,iron,/aɪərn/,,
800,island,/ˈaɪlənd/,,
801,item,/ˈaɪtəm/,,
802,jacket,/ˈʤækɪt/,,
803,jam,/ʤæm/,,
804,jeans,/ʤinz/,,
805,job,/ʤɑb/,,
806,join,/ʤɔɪn/,,
807,joke,/ʤoʊk/,,
808,journalist,/ˈʤərnəlɪst/,,
809,journey,/ˈʤərni/,,
810,joy,/ʤɔɪ/,,
811,judge,/ʤəʤ/,,
812,juice,/ʤus/,,
813,jump,/ʤəmp/,,
814,junior,/ˈʤunjər/,,
815,just,/ʤɪst/,,
816,keen,/kin/,,
817,"keep (kept, kept)",/kip/,,
818,key,/ki/,,
819,keyboard,/ˈkiˌbɔrd/,,
820,kick,/kɪk/,,
821,kid,/kɪd/,,
822,kill,/kɪl/,,
823,kilogram,/ˈkɪləˌgræm/,,
824,kilometre,/ˌkɪˈlɔˌmətər/,,
825,kind,/kaɪnd/,,
826,kindergarten,/ˈkɪndərˌgɑrtən/,,
827,kindness,/ˈkaɪndnəs/,,
828,king,/kɪŋ/,,
829,kitchen,/ˈkɪʧən/,,
830,kite,/kaɪt/,,
831,knife (复 knives),/naɪf/,,
832,knock,/nɑk/,,
833,"know (knew, known)",/noʊ/,,
834,knowledge,/ˈnɑlɪʤ/,,
835,lab,/læb/,,
836,lady,/ˈleɪdi/,,
837,lake,/leɪk/,,
838,lamp,/læmp/,,
839,land,/lænd/,,
840,language,/ˈlæŋgwɪʤ/,,
841,lantern,/ˈlæntərn/,,
842,large,/lɑrʤ/,,
843,last,/læst/,,
844,late,/leɪt/,,
845,later,/ˈleɪtər/,,
846,laugh,/læf/,,
847,law,/lɔ/,,
848,lawyer,/ˈlɔjər/,,
849,"lay (laid, laid)",/leɪ/,,
850,lazy,/ˈleɪzi/,,
851,"lead (led, led)",/lɛd/,,
852,learn (learnt，learnt；learned，learned),/lərn/,,
853,"leave (left, left)",/liv/,,
854,lecture,/ˈlɛkʧər/,,
855,left,/lɛft/,,
856,leg,/lɛg/,,
857,"lend (lent, lent)",/lɛnd/,,
858,length,/lɛŋθ/,,
859,lesson,/ˈlɛsən/,,
860,"let (let, let)",/lɛt/,,
861,letter,/ˈlɛtər/,,
862,level,/ˈlɛvəl/,,
863,librarian,/laɪˈbrɛˌriən/,,
864,library,/ˈlaɪbrɛˌri/,,
865,lie,/laɪ/,,
866,life (复 lives),/laɪf/,,
867,lift,/lɪft/,,
868,light,/laɪt/,,
869,like,/laɪk/,,
870,likely,/ˈlaɪkli/,,
871,limited,/ˈlɪmɪtɪd/,,
872,line,/laɪn/,,
873,link,/lɪŋk/,,
874,lion,/laɪən/,,
875,liquid,/ˈlɪkwɪd/,,
876,list,/lɪst/,,
877,listen,/ˈlɪsən/,,
878,litter,/ˈlɪtər/,,
879,little (比较级 less，最高级 least),/ˈlɪtəl/,,
880,live,/lɪv/,,
881,local,/ˈloʊkəl/,,
882,locate,/ˈloʊˌkeɪt/,,
883,location,/loʊˈkeɪʃən/,,
884,lock,/lɑk/,,
885,London,/ˈləndən/,,
886,lonely,/ˈloʊnli/,,
887,long,/lɔŋ/,,
888,look,/lʊk/,,
889,"lose (lost, lost)",/luz/,,
890,lost,/lɔst/,,
891,lot,/lɔt/,,
892,loud,/laʊd/,,
893,loudly,/ˈlaʊdli/,,
894,love,/ləv/,,
895,lovely,/ˈləvli/,,
896,low,/loʊ/,,
897,luck,/lək/,,
898,luckily,/ˈləkəli/,,
899,lucky,/ˈləki/,,
900,luggage,/ˈləgɪʤ/,,
901,lunch,/lənʧ/,,
902,machine,/məˈʃin/,,
903,mad,/mæd/,,
904,magazine,/ˈmægəˌzin/,,
905,magic,/ˈmæʤɪk/,,
906,mail,/meɪl/,,
907,main,/meɪn/,,
908,mainly,/ˈmeɪnli/,,
909,major,/ˈmeɪʤər/,,
910,"make (made, made)",/meɪk/,,
911,male,/meɪl/,,
912,man (复 men),/mæn/,,
913,manage,/ˈmænɪʤ/,,
914,manager,/ˈmænɪʤər/,,
915,manner(s),/ˈmænər/,,
916,many (比较级 more，最高级 most),/ˈmɛni/,,
917,map,/mæp/,,
918,mark,/mɑrk/,,
919,market,/ˈmɑrkɪt/,,
920,marry,/ˈmɛri/,,
921,match,/mæʧ/,,
922,material,/məˈtɪriəl/,,
923,maths (=mathematics，美 math),/maths*/,,
924,matter,/ˈmætər/,,
925,may (might),/meɪ/,,
926,maybe,/ˈmeɪbi/,,
927,meal,/mil/,,
928,mean,/min/,,
929,meaning,/ˈminɪŋ/,,
930,meat,/mit/,,
931,medical,/ˈmɛdɪkəl/,,
932,medicine,/ˈmɛdəsən/,,
933,medium,/ˈmidiəm/,,
934,"meet (met, met)",/mit/,,
935,meeting,/ˈmitɪŋ/,,
936,member,/ˈmɛmbər/,,
937,memory,/ˈmɛməri/,,
938,mention,/ˈmɛnʃən/,,
939,menu,/ˈmɛnju/,,
940,message,/ˈmɛsɪʤ/,,
941,metal,/ˈmɛtəl/,,
942,method,/ˈmɛθəd/,,
943,metre (美 meter),/ˈmitər/,,
944,middle,/ˈmɪdəl/,,
945,mile,/maɪl/,,
946,milk,/mɪlk/,,
947,mind,/maɪnd/,,
948,minus,/ˈmaɪnəs/,,
949,minute,/ˈmɪnət/,,
950,mirror,/ˈmɪrər/,,
951,miss,/mɪs/,,
952,Miss,/mɪs/,,
953,mistake,/mɪˈsteɪk/,,
954,mix,/mɪks/,,
955,mixture,/ˈmɪksʧər/,,
956,model,/ˈmɑdəl/,,
957,modern,/ˈmɑdərn/,,
958,moment,/ˈmoʊmənt/,,
959,money,/ˈməni/,,
960,monitor,/ˈmɑnətər/,,
961,monkey,/ˈməŋki/,,
962,month,/mənθ/,,
963,mood,/mud/,,
964,moon,/mun/,,
965,more(much 或 many 的比较级),/mɔr/,,
966,morning,/ˈmɔrnɪŋ/,,
967,most (much 或 many 的最高级),/moʊst/,,
968,mother,/ˈməðər/,,
969,motorcycle,/ˈmoʊtərˌsaɪkəl/,,
970,mountain,/ˈmaʊntən/,,
971,mouse (复 mice),/maʊs/,,
972,mouth,/maʊθ/,,
973,move,/muv/,,
974,movie,/ˈmuvi/,,
975,Mr,/ˈmɪstər/,,
976,Mrs,/ˈmɪsɪz/,,
977,"much (more, most)",/məʧ/,,
978,mum,/məm/,,
979,museum,/mˈjuziəm/,,
980,mushroom,/ˈməʃrum/,,
981,music,/mˈjuzɪk/,,
982,must,/məst/,,
983,name,/neɪm/,,
984,narrow,/ˈnɛroʊ/,,
985,nation,/ˈneɪʃən/,,
986,national,/ˈnæʃənəl/,,
987,nationality,/ˌnæʃəˈnælɪti/,,
988,native,/ˈneɪtɪv/,,
989,natural,/ˈnæʧərəl/,,
990,nature,/ˈneɪʧər/,,
991,naughty,/ˈnɔti/,,
992,near,/nɪr/,,
993,nearby,/ˈnɪrˈbaɪ/,,
994,nearly,/ˈnɪrli/,,
995,necessary,/ˈnɛsəˌsɛri/,,
996,need,/nid/,,
997,neighbour (美,/ˈneɪbər/,,
998,neighbourhood (美,/ˈneɪbərˌhʊd/,,
999,neither,/ˈniðər/,,
1000,nervous,/ˈnərvəs/,,
1001,net,/nɛt/,,
1002,network,/ˈnɛtˌwərk/,,
1003,never,/ˈnɛvər/,,
1004,new,/nu/,,
1005,news,/nuz/,,
1006,newspaper,/ˈnuzˌpeɪpər/,,
1007,next,/nɛkst/,,
1008,nice,/nis/,,
1009,night,/naɪt/,,
1010,nobody,/ˈnoʊˌbɑˌdi/,,
1011,noise,/nɔɪz/,,
1012,noisy,/ˈnɔɪzi/,,
1013,none,/nən/,,
1014,noodle,/ˈnudəl/,,
1015,nor,/nɔr/,,
1016,north,/nɔrθ/,,
1017,nose,/noʊz/,,
1018,note,/noʊt/,,
1019,nothing,/ˈnəθɪŋ/,,
1020,notice,/ˈnoʊtɪs/,,
1021,novel,/ˈnɑvəl/,,
1022,now,/naʊ/,,
1023,nowadays,/ˈnaʊəˌdeɪz/,,
1024,nowhere,/ˈnoʊˌwɛr/,,
1025,number,/ˈnəmbər/,,
1026,nurse,/nərs/,,
1027,obey,/oʊˈbeɪ/,,
1028,observe,/əbˈzərv/,,
1029,occupation,/ˌɑkjəˈpeɪʃən/,,
1030,ocean,/ˈoʊʃən/,,
1031,o’clock,/o’clock*/,,
1032,of,/əv/,,
1033,off,/ɔf/,,
1034,offer,/ˈɔfər/,,
1035,office,/ˈɔfəs/,,
1036,officer,/ˈɔfɪsər/,,
1037,official,/əˈfɪʃəl/,,
1038,often,/ˈɔfən/,,
1039,oil,/ɔɪl/,,
1040,old,/oʊld/,,
1041,Olympic,/oʊˈlɪmpɪk/,,
1042,on,/ɔn/,,
1043,once,/wəns/,,
1044,one,/wən/,,
1045,online,/ˈɔnˌlaɪn/,,
1046,only,/ˈoʊnli/,,
1047,onto,/ˈɔntu/,,
1048,open,/ˈoʊpən/,,
1049,operate,/ˈɔpərˌeɪt/,,
1050,operation,/ˌɑpərˈeɪʃən/,,
1051,opinion,/əˈpɪnjən/,,
1052,opposite,/ˈɑpəzɪt/,,
1053,or,/ər/,,
1054,orange,/ˈɔrɪnʤ/,,
1055,order,/ˈɔrdər/,,
1056,ordinary,/ˈɔrdəˌnɛri/,,
1057,organization,/ˌɔrgənəˈzeɪʃən/,,
1058,organize,/ˈɔrgəˌnaɪz/,,
1059,other,/ˈəðər/,,
1060,ought (to),/ɔt/,,
1061,out,/aʊt/,,
1062,outdoor,/ˈaʊtˌdɔr/,,
1063,outside,/ˈaʊtˈsaɪd/,,
1064,oven,/ˈəvən/,,
1065,over,/ˈoʊvər/,,
1066,own,/oʊn/,,
1067,owner,/ˈoʊnər/,,
1068,Pacific,/pəˈsɪfɪk/,,
1069,pack,/pæk/,,
1070,page,/peɪʤ/,,
1071,pain,/peɪn/,,
1072,paint,/peɪnt/,,
1073,painting,/ˈpeɪnɪŋ/,,
1074,pair,/pɛr/,,
1075,palace,/ˈpæləs/,,
1076,pale,/peɪl/,,
1077,panda,/ˈpændə/,,
1078,paper,/ˈpeɪpər/,,
1079,parent,/ˈpɛrənt/,,
1080,Paris,/ˈpɛrɪs/,,
1081,park,/pɑrk/,,
1082,part,/pɑrt/,,
1083,partner,/ˈpɑrtnər/,,
1084,party,/ˈpɑrti/,,
1085,pass,/pæs/,,
1086,passage,/ˈpæsɪʤ/,,
1087,passenger,/ˈpæsənʤər/,,
1088,passport,/ˈpæˌspɔrt/,,
1089,past,/pæst/,,
1090,patient,/ˈpeɪʃənt/,,
1091,pay (paid，paid),/peɪ/,,
1092,P.E.,/p.e*/,,
1093,peace,/pis/,,
1094,pear,/pɛr/,,
1095,pearl,/pərl/,,
1096,pen,/pɛn/,,
1097,pencil,/ˈpɛnsəl/,,
1098,people,/ˈpipəl/,,
1099,per,/pər/,,
1100,percent,/pərˈsɛnt/,,
1101,perfect,/ˈpərˌfɪkt/,,
1102,performance,/pərˈfɔrməns/,,
1103,perhaps,/pərˈhæps/,,
1104,person,/ˈpərsən/,,
1105,personal,/ˈpərsɪnəl/,,
1106,pet,/pɛt/,,
1107,phone (=telephone),/foʊn/,,
1108,photo (=photograph),/ˈfoʊˌtoʊ/,,
1109,physical,/ˈfɪzɪkəl/,,
1110,physics,/ˈfɪzɪks/,,
1111,piano,/piˈænə/,,
1112,pick,/pɪk/,,
1113,picnic,/ˈpɪkˌnɪk/,,
1114,picture,/ˈpɪkʧər/,,
1115,piece,/pis/,,
1116,pig,/pɪg/,,
1117,pill,/pɪl/,,
1118,pilot,/ˈpaɪlət/,,
1119,pin,/pɪn/,,
1120,pineapple,/ˈpaɪˌnæpəl/,,
1121,pink,/pɪŋk/,,
1122,pioneer,/ˌpaɪəˈnɪr/,,
1123,pity,/ˈpɪti/,,
1124,pizza,/ˈpitsə/,,
1125,place,/pleɪs/,,
1126,plan,/plæn/,,
1127,plane,/pleɪn/,,
1128,planet,/ˈplænət/,,
1129,plant,/plænt/,,
1130,plastic,/ˈplæstɪk/,,
1131,plate,/pleɪt/,,
1132,platform,/ˈplætˌfɔrm/,,
1133,play,/pleɪ/,,
1134,player,/pleɪər/,,
1135,playground,/ˈpleɪˌgraʊnd/,,
1136,pleasant,/ˈplɛzənt/,,
1137,please,/pliz/,,
1138,pleased,/plizd/,,
1139,pleasure,/ˈplɛʒər/,,
1140,plenty,/ˈplɛnti/,,
1141,plus,/pləs/,,
1142,P.M. (p.m.),/p.m*/,,
1143,pocket,/ˈpɑkət/,,
1144,poem,/poʊəm/,,
1145,point,/pɔɪnt/,,
1146,pole,/poʊl/,,
1147,policeman (复数 policemen),/pəˈlismən/,,
1148,polite,/pəˈlaɪt/,,
1149,politely,/pəˈlaɪtli/,,
1150,politics,/ˈpɑləˌtɪks/,,
1151,pollute,/pəˈlut/,,
1152,pollution,/pəˈluʃən/,,
1153,pool,/pul/,,
1154,poor,/pur/,,
1155,popular (=pop),/ˈpɑpjələr/,,
1156,population,/ˌpɑpjəˈleɪʃən/,,
1157,pork,/pɔrk/,,
1158,possible,/ˈpɑsəbəl/,,
1159,possibly,/ˈpɑsəbli/,,
1160,post,/poʊst/,,
1161,postcard,/ˈpoʊˌskɑrd/,,
1162,poster,/ˈpoʊstər/,,
1163,postman (复数 postmen),/ˈpoʊstmən/,,
1164,pot,/pɑt/,,
1165,potato,/pəˈteɪˌtoʊ/,,
1166,pound,/paʊnd/,,
1167,power,/paʊər/,,
1168,powerful,/ˈpaʊərfəl/,,
1169,practice,/ˈpræktɪs/,,
1170,praise,/preɪz/,,
1171,precious,/ˈprɛʃəs/,,
1172,predict,/prɪˈdɪkt/,,
1173,prefer,/prɪˈfər/,,
1174,prepare,/priˈpɛr/,,
1175,present,/ˈprɛzənt/,,
1176,president,/ˈprɛzɪdənt/,,
1177,press,/prɛs/,,
1178,pretend,/priˈtɛnd/,,
1179,pretty,/ˈprɪti/,,
1180,prevent,/prɪˈvɛnt/,,
1181,price,/praɪs/,,
1182,primary,/ˈpraɪˌmɛri/,,
1183,print,/prɪnt/,,
1184,prison,/ˈprɪzən/,,
1185,private,/ˈpraɪvət/,,
1186,prize,/praɪz/,,
1187,probably,/ˈprɑbəˌbli/,,
1188,problem,/ˈprɑbləm/,,
1189,process,/ˈprɔˌsɛs/,,
1190,produce,/ˈproʊdus/,,
1191,product,/ˈprɑdəkt/,,
1192,professional,/prəˈfɛʃənəl/,,
1193,programme (美 program),/ˈproʊˌgræm/,,
1194,progress,/ˈprɑˌgrɛs/,,
1195,project,/ˈprɑʤɛkt/,,
1196,promise,/ˈprɑməs/,,
1197,pronounce,/prəˈnaʊns/,,
1198,properly,/ˈprɑpərli/,,
1199,protect,/prəˈtɛkt/,,
1200,proud,/praʊd/,,
1201,prove,/pruv/,,
1202,proverb,/ˈprɑvərb/,,
1203,provide,/prəˈvaɪd/,,
1204,public,/ˈpəblɪk/,,
1205,publish,/ˈpəblɪʃ/,,
1206,pull,/pʊl/,,
1207,purpose,/ˈpərpəs/,,
1208,push,/pʊʃ/,,
1209,put (put，put),/pʊt/,,
1210,quality,/kˈwɑləti/,,
1211,quarter,/kˈwɔrtər/,,
1212,queen,/kwin/,,
1213,question,/kˈwɛʃən/,,
1214,quick,/kwɪk/,,
1215,quickly,/kˈwɪkli/,,
1216,quiet,/kwaɪət/,,
1217,quietly,/kˈwaɪətli/,,
1218,quite,/kwaɪt/,,
1219,quiz,/kwɪz/,,
1220,race,/reɪs/,,
1221,radio,/ˈreɪdiˌoʊ/,,
1222,railway,/ˈreɪlˌweɪ/,,
1223,rain,/reɪn/,,
1224,rainy,/ˈreɪni/,,
1225,raise,/reɪz/,,
1226,rarely,/ˈrɛrli/,,
1227,rather,/ˈrəðər/,,
1228,reach,/riʧ/,,
1229,"read (read, read)",/rɛd/,,
1230,ready,/ˈrɛdi/,,
1231,real,/ril/,,
1232,realize,/ˈriəˌlaɪz/,,
1233,really,/ˈrɪli/,,
1234,reason,/ˈrizən/,,
1235,rebuild,/riˈbɪld/,,
1236,receive,/rɪˈsiv/,,
1237,recent,/ˈrisənt/,,
1238,recently,/ˈrisəntli/,,
1239,recognize,/ˈrɛkəgˌnaɪz/,,
1240,record,/ˈrɛkərd/,,
1241,recycle,/riˈsaɪkəl/,,
1242,red,/rɛd/,,
1243,reduce,/rɪˈdus/,,
1244,reference,/ˈrɛfərəns/,,
1245,refuse,/ˈrɛfˌjuz/,,
1246,regular,/ˈrɛgjələr/,,
1247,relationship,/riˈleɪʃənˌʃɪp/,,
1248,relative,/ˈrɛlətɪv/,,
1249,relax,/rɪˈlæks/,,
1250,release,/riˈlis/,,
1251,rely,/rɪˈlaɪ/,,
1252,remember,/rɪˈmɛmbər/,,
1253,remind,/riˈmaɪnd/,,
1254,repair,/rɪˈpɛr/,,
1255,repeat,/rɪˈpit/,,
1256,reply,/rɪˈplaɪ/,,
1257,report,/rɪˈpɔrt/,,
1258,reporter,/rɪˈpɔrtər/,,
1259,republic,/riˈpəblɪk/,,
1260,require,/ˌrikˈwaɪər/,,
1261,research,/ˈrisərʧ/,,
1262,resource,/ˈrisɔrs/,,
1263,respect,/rɪˈspɛkt/,,
1264,response,/rɪˈspɑns/,,
1265,responsible,/riˈspɑnsəbəl/,,
1266,responsibility,/riˌspɑnsəˈbɪləti/,,
1267,rest,/rɛst/,,
1268,restaurant,/ˈrɛˌstrɑnt/,,
1269,result,/rɪˈzəlt/,,
1270,retired,/rɪˈtaɪrd/,,
1271,return,/rɪˈtərn/,,
1272,reuse,/riˈjuz/,,
1273,review,/ˌrivˈju/,,
1274,rice,/raɪs/,,
1275,rich,/rɪʧ/,,
1276,rid,/rɪd/,,
1277,"ride (rode, ridden)",/raɪd/,,
1278,right,/raɪt/,,
1279,"ring (rang, rung)",/rɪŋ/,,
1280,rise,/raɪz/,,
1281,river,/ˈrɪvər/,,
1282,road,/roʊd/,,
1283,roast,/roʊst/,,
1284,robot,/ˈroʊˌbət/,,
1285,rock,/rɑk/,,
1286,rocket,/ˈrɑkət/,,
1287,role,/roʊl/,,
1288,room,/rum/,,
1289,root,/rut/,,
1290,rope,/roʊp/,,
1291,rose,/roʊz/,,
1292,rough,/rəf/,,
1293,round,/raʊnd/,,
1294,row,/roʊ/,,
1295,rubbish,/ˈrəbɪʃ/,,
1296,rude,/rud/,,
1297,rule,/rul/,,
1298,"run (ran, run)",/rən/,,
1299,rush,/rəʃ/,,
1300,sad,/sæd/,,
1301,sadly,/ˈsædli/,,
1302,safe,/seɪf/,,
1303,safely,/ˈseɪfli/,,
1304,safety,/ˈseɪfti/,,
1305,salad,/ˈsæləd/,,
1306,salary,/ˈsæləri/,,
1307,sale,/seɪl/,,
1308,salt,/sɔlt/,,
1309,salty,/ˈsɔlti/,,
1310,same,/seɪm/,,
1311,sandwich,/ˈsænwɪʧ/,,
1312,satisfied,/ˈsætɪsˌfaɪd/,,
1313,satisfying,/ˈsætɪsˌfaɪɪŋ/,,
1314,sauce,/sɔs/,,
1315,save,/seɪv/,,
1316,"say (said, said)",/seɪ/,,
1317,saying,/seɪɪŋ/,,
1318,schedule,/ˈskɛʤʊl/,,
1319,school,/skul/,,
1320,science,/saɪəns/,,
1321,scientist,/ˈsaɪəntɪst/,,
1322,score,/skɔr/,,
1323,screen,/skrin/,,
1324,sea,/si/,,
1325,seafood,/ˈsiˌfud/,,
1326,search,/sərʧ/,,
1327,seaside,/ˈsiˌsaɪd/,,
1328,season,/ˈsizən/,,
1329,seat,/sit/,,
1330,second,/ˈsɛkənd/,,
1331,secondary,/ˈsɛkənˌdɛri/,,
1332,secret,/ˈsikrɪt/,,
1333,secretary,/ˈsɛkrəˌtɛri/,,
1334,section,/ˈsɛkʃən/,,
1335,"see (saw, seen)",/si/,,
1336,seed,/sid/,,
1337,seem,/sim/,,
1338,seldom,/ˈsɛldəm/,,
1339,select,/səˈlɛkt/,,
1340,"sell (sold, sold)",/sɛl/,,
1341,"send (sent, sent)",/sɛnd/,,
1342,senior,/ˈsinjər/,,
1343,sense,/sɛns/,,
1344,sentence,/ˈsɛntəns/,,
1345,serious,/ˈsɪriəs/,,
1346,seriously,/ˈsɪriəsli/,,
1347,serve,/sərv/,,
1348,service,/ˈsərvɪs/,,
1349,"set (set, set)",/sɛt/,,
1350,settle,/ˈsɛtəl/,,
1351,several,/ˈsɛvərəl/,,
1352,"shake (shook, shaken)",/ʃeɪk/,,
1353,shall (should),/ʃæl/,,
1354,shame,/ʃeɪm/,,
1355,shape,/ʃeɪp/,,
1356,share,/ʃɛr/,,
1357,sheep (复 sheep),/ʃip/,,
1358,shelf (复 shelves),/ʃɛlf/,,
1359,"shine (shone, shone)",/ʃaɪn/,,
1360,ship,/ʃɪp/,,
1361,shirt,/ʃərt/,,
1362,shoe,/ʃu/,,
1363,shop,/ʃɑp/,,
1364,short,/ʃɔrt/,,
1365,should (shall 的过去时态),/ʃʊd/,,
1366,shout,/ʃaʊt/,,
1367,"show (showed, shown)",/ʃoʊ/,,
1368,shower,/ʃaʊər/,,
1369,"shut (shut, shut)",/ʃət/,,
1370,shy,/ʃaɪ/,,
1371,sick,/sɪk/,,
1372,side,/saɪd/,,
1373,sight,/saɪt/,,
1374,sightseeing,/ˈsaɪtˈsiɪŋ/,,
1375,sign,/saɪn/,,
1376,signal,/ˈsɪgnəl/,,
1377,silent,/ˈsaɪlənt/,,
1378,silk,/sɪlk/,,
1379,silly,/ˈsɪli/,,
1380,similar,/ˈsɪmələr/,,
1381,simple,/ˈsɪmpəl/,,
1382,since,/sɪns/,,
1383,sing,/sɪŋ/,,
1384,singer,/ˈsɪŋər/,,
1385,single,/ˈsɪŋgəl/,,
1386,sir,/sər/,,
1387,sister,/ˈsɪstər/,,
1388,"sit (sat, sat)",/sɪt/,,
1389,situation,/ˌsɪʧuˈeɪʃən/,,
1390,size,/saɪz/,,
1391,skate,/skeɪt/,,
1392,skill,/skɪl/,,
1393,skin,/skɪn/,,
1394,skirt,/skərt/,,
1395,sky,/skaɪ/,,
1396,"sleep (slept, slept)",/slip/,,
1397,slow,/sloʊ/,,
1398,slowly,/sˈloʊli/,,
1399,small,/smɔl/,,
1400,smart,/smɑrt/,,
1401,"smell (smelt, smelt)",/smɛl/,,
1402,smile,/smaɪl/,,
1403,smoke,/smoʊk/,,
1404,snack,/snæk/,,
1405,snow,/snoʊ/,,
1406,snowy,/snoʊi/,,
1407,so,/soʊ/,,
1408,society,/soʊˈsaɪɪti/,,
1409,soft,/sɔft/,,
1410,softly,/ˈsɔftli/,,
1411,soldier,/ˈsoʊlʤər/,,
1412,solution,/səˈluʃən/,,
1413,solve,/sɑlv/,,
1414,some,/səm/,,
1415,somebody/someone,/ˈsəmˌbɑdi/ /ˈsəmˌwən/,,
1416,something,/ˈsəmθɪŋ/,,
1417,sometimes,/ˈsəmˌtaɪmz/,,
1418,son,/sən/,,
1419,song,/sɔŋ/,,
1420,soon,/sun/,,
1421,sorry,/ˈsɑri/,,
1422,sound,/saʊnd/,,
1423,soup,/sup/,,
1424,south,/saʊθ/,,
1425,space,/speɪs/,,
1426,spaceship,/ˈspeɪsˌʃɪp/,,
1427,spare,/spɛr/,,
1428,"speak (spoke, spoken)",/spik/,,
1429,special,/ˈspɛʃəl/,,
1430,speech,/spiʧ/,,
1431,speed,/spid/,,
1432,spend,/spɛnd/,,
1433,spoon,/spun/,,
1434,sport,/spɔrt/,,
1435,"spread (spread, spread)",/sprɛd/,,
1436,spring,/spərɪŋ/,,
1437,square,/skwɛr/,,
1438,staff,/stæf/,,
1439,stamp,/stæmp/,,
1440,"stand (stood, stood)",/stænd/,,
1441,star,/stɑr/,,
1442,start,/stɑrt/,,
1443,state,/steɪt/,,
1444,station,/ˈsteɪʃən/,,
1445,stay,/steɪ/,,
1446,steak,/steɪk/,,
1447,"steal (stole, stolen)",/stil/,,
1448,steam,/stim/,,
1449,step,/stɛp/,,
1450,stick,/stɪk/,,
1451,still,/stɪl/,,
1452,stocking,/ˈstɑkɪŋ/,,
1453,stomachache,/stomachache*/,,
1454,stone,/stoʊn/,,
1455,stop,/stɑp/,,
1456,store,/stɔr/,,
1457,storm,/stɔrm/,,
1458,story,/ˈstɔri/,,
1459,straight,/streɪt/,,
1460,strange,/streɪnʤ/,,
1461,strawberry,/ˈstrɔˌbɛri/,,
1462,street,/strit/,,
1463,stress,/strɛs/,,
1464,strict,/strɪkt/,,
1465,"strike (struck, struck/stricken)",/straɪk/,,
1466,strong,/strɔŋ/,,
1467,stuck,/stək/,,
1468,student,/ˈstudənt/,,
1469,study,/ˈstədi/,,
1470,stupid,/ˈstupɪd/,,
1471,style,/staɪl/,,
1472,subject,/ˈsəbʤɪkt/,,
1473,succeed,/səkˈsid/,,
1474,success,/səkˈsɛs/,,
1475,successful,/səkˈsɛsfəl/,,
1476,such,/səʧ/,,
1477,suddenly,/ˈsədənli/,,
1478,suffer,/ˈsəfər/,,
1479,sugar,/ˈʃʊgər/,,
1480,suggest,/səˈʤɛst/,,
1481,suggestion,/səˈʤɛsʧən/,,
1482,summer,/ˈsəmər/,,
1483,sun,/sən/,,
1484,sunny,/ˈsəni/,,
1485,super,/ˈsupər/,,
1486,supermarket,/ˈsupərˌmɑrkɪt/,,
1487,supper,/ˈsəpər/,,
1488,support,/səˈpɔrt/,,
1489,suppose,/səˈpoʊz/,,
1490,sure,/ʃʊr/,,
1491,surface,/ˈsərfəs/,,
1492,surprise,/səˈpraɪz/,,
1493,surprised,/səˈpraɪzd/,,
1494,survey,/ˈsərˌveɪ/,,
1495,survive,/sərˈvaɪv/,,
1496,"sweep (swept, swept)",/swip/,,
